Stock, Daily Change, avg low, avg high, Weekly Change, percentage Profit, Highest, Lowest, Daily Average Price, RSI, Rating, Current Price
ACOR, 0.8900781646370888, 12.871640607714653, 13.761718772351742, 22.78600101470947, 5.633406037292529, 18.200000762939453, 9.100000381469727, 13.287187546491623, 88.39210837170185, OverBought, 15.800000190734863
ACRS, 0.31161717185750604, 5.0891562439501286, 5.400773415807635, 7.977399599552155, 36.40387495337294, 11.119999885559082, 0.5899999737739563, 5.2068906356580555, 78.38890837868958, Normal, 0.9240000247955322
ACRV, 0.5774374902248383, 7.7283281572163105, 8.305765647441149, 14.782399749755866, 12.76669291221536, 13.5, 3.4110000133514404, 7.956718757748604, 84.0502418268457, OverBought, 4.789999961853027
ACRX, 0.07661648420616984, 0.7411874998360872, 0.8178039840422571, 1.961381995677948, 9.950193000521889, 1.2999999523162842, 0.42500001192092896, 0.7749304671306163, 50.32552858579502, Normal, 0.7883999943733215
ACST, 0.15812501683831215, 2.282187488861382, 2.440312505699694, 4.048000431060792, 6.012357793069, 3.180000066757202, 1.7200000286102295, 2.3614062536507845, 68.18269257149774, Normal, 2.680000066757202
ACXP, 0.3739843778312206, 2.7892578169703484, 3.163242194801569, 9.574000072479254, 8.255725397572172, 8.819999694824219, 1.1699999570846558, 2.967632805928588, 64.4511922331526, Normal, 4.630000114440918
ADAP, 0.05758593510836363, 0.6717109365854412, 0.7292968716938049, 1.4741999387741085, 7.083140646172982, 1.090000033378601, 0.41999998688697815, 0.6992734367959201, 49.774913870527605, Normal, 0.8230000138282776
ADCT, 0.12192968954332173, 1.0731093736831099, 1.1950390632264316, 3.1214000523090357, 5.8903233563061255, 2.25, 0.36000001430511475, 1.1342499994207174, 58.539329121887135, Normal, 2.130000114440918
ADES, 0.17031251545995474, 2.07218749076128, 2.242500006221235, 4.360000395774842, 6.758433204326332, 3.0299999713897705, 1.5, 2.1554687516763806, 62.076626015221635, Normal, 2.680000066757202
ADEX, 0.2988267620717447, 9.458976377652386, 9.75780313972413, 7.590199756622315, 5.554400663851999, 12.390000343322754, 3.069999933242798, 9.589551201016883, 86.86087436229442, OverBought, 5.380000114440918
ADIL, 0.39515624567866325, 3.0075781336054206, 3.402734379284084, 10.115999889373784, 27.25215397819473, 9.0, 1.440000057220459, 3.1796093778684735, 70.22706195452272, Normal, 1.4500000476837158
ADPT, 0.3575703203678131, 5.291757810860872, 5.649328131228685, 9.15380020141602, 8.220007544989038, 8.510000228881836, 2.6050000190734863, 5.463945308700204, 77.03759452276225, Normal, 4.400000095367432
ADSE, 0.3874218538403511, 6.573578130453825, 6.960999984294176, 9.91799945831299, 5.765206338336836, 7.989999771118164, 5.340000152587891, 6.839492157101631, 84.51901414914357, OverBought, 6.800000190734863
ADTX, 2.50336723215878, 10.279359392821789, 12.782726624980569, 64.08620114326477, 49.376077857970905, 68.08000183105469, 3.2730000019073486, 11.224578134715557, 81.56338693979596, OverBought, 5.179999828338623
ADVM, 0.1152578117325902, 1.24742187326774, 1.3626796850003302, 2.950599980354311, 13.559742176434792, 2.3399999141693115, 0.7400000095367432, 1.2988124964758754, 52.85171286706433, Normal, 0.8510000109672546
ADXN, 0.8567969128489494, 7.5461796671152115, 8.402976579964161, 21.934000968933123, 12.981771594383812, 12.600000381469727, 5.0, 7.899742212146521, 82.32548011759928, OverBought, 6.945000171661377
AEHL, 0.43523435946553946, 3.4130468675866723, 3.8482812270522118, 11.141999602317805, 23.526181289538417, 8.699999809265137, 1.559999942779541, 3.633281254209578, 71.4841218111278, Normal, 1.899999976158142
AEHR, 2.355625167489052, 35.417265608906746, 37.7728907763958, 60.30400428771973, 13.632089547945148, 54.099998474121094, 17.280000686645508, 36.48867182433605, 94.09522973057666, OverBought, 17.469999313354492
AEI, 0.07683594757691026, 1.2748828087933362, 1.3517187563702464, 1.9670002579689025, 6.298028342215566, 2.0399999618530273, 0.7099999785423279, 1.3081953185610473, 56.554876440206186, Normal, 1.2300000190734863
AEMD, 0.19734376017004251, 2.2980468701571226, 2.495390630327165, 5.052000260353088, 10.225065571673722, 4.599999904632568, 1.399999976158142, 2.375937508419156, 67.66755288663927, Normal, 1.9800000190734863
AENT, 0.17317968513816595, 1.3107890617102385, 1.4839687468484044, 4.433399939537048, 16.493304095503447, 3.0899999141693115, 0.6510000228881836, 1.4262265576981008, 56.15112906695926, Normal, 1.1200000047683716
AENZ, 0.1773394532159928, 1.970458708771872, 2.1477981619878648, 3.8660000801086425, 9.141208659038723, 3.5999999046325684, 1.5199999809265137, 2.054495414462658, 60.81781008673039, Normal, 1.940000057220459
AEON, 0.7057024486793959, 5.5208677910576185, 6.226570239737014, 17.077999258041377, 9.981646839388452, 11.880000114440918, 3.369999885559082, 5.819586757786018, 78.62559257405856, Normal, 7.159999847412109
AEVA, 0.06888281088322401, 0.8117109383456409, 0.8805937492288649, 1.7633999586105351, 6.319523740720678, 1.4299999475479126, 0.4650000035762787, 0.8402187502942979, 53.4877221147246, Normal, 1.1299999952316284
AEY, 0.3558593764901161, 3.5980468671768904, 3.9539062436670065, 9.11000003814697, 13.955269927235584, 6.800000190734863, 2.0999999046325684, 3.753203123807907, 70.64281828052607, Normal, 2.549999952316284
AEYE, 0.3493749815970659, 4.628046868368983, 4.977421849966049, 8.943999528884891, 7.59510845305056, 6.21999979019165, 3.75, 4.79140623472631, 75.82709331630811, Normal, 4.989999771118164
AEZS, 0.13507812190800905, 2.1995312543585896, 2.3346093762665987, 3.4579999208450314, 6.58917683170602, 3.200000047683716, 1.3600000143051147, 2.2631250005215406, 64.67942549375543, Normal, 2.0799999237060547
AFMD, 0.04783593816682696, 0.46473437384702265, 0.5125703120138496, 1.2246000170707705, 7.690665559548683, 0.7400000095367432, 0.2240000069141388, 0.48801562399603426, 48.727592610858615, Normal, 0.6340000033378601
AGAE, 0.06228906661272049, 0.9243359370157123, 0.9866250036284328, 1.5946001052856449, 6.556743936246871, 1.5, 0.7599999904632568, 0.9553203117102385, 51.5771095910536, Normal, 0.9850000143051147
AGEN, 0.08054687501862645, 1.0334374997764826, 1.113984374795109, 2.0620000004768375, 12.5854495029671, 1.899999976158142, 0.6100000143051147, 1.0641406206414104, 49.673913820311355, Normal, 0.6399999856948853
AGFY, 0.23379687778651714, 2.0099921878427267, 2.243789065629244, 5.98520007133484, 21.2542611562824, 3.5950000286102295, 1.090000033378601, 2.109265628270805, 59.2303338234746, Normal, 1.159999966621399
AGL, 0.7524062320590019, 15.408546898514032, 16.160953130573034, 19.26159954071046, 10.292834992457037, 21.520000457763672, 7.309999942779541, 15.766093753278255, 88.71315356275495, OverBought, 7.380000114440918
AGLE, 1.715368427336216, 13.243108585476875, 14.958477012813091, 43.91343173980711, 8.219302148332952, 25.809999465942383, 8.430000305175781, 14.177559398114681, 85.99335258606344, OverBought, 21.434999465942383
AGRX, 0.18877344764769077, 2.0636640498414636, 2.2524374974891543, 4.832600259780883, 10.487414036026637, 3.299999952316284, 1.4800000190734863, 2.1492499886080623, 62.28212088987824, Normal, 1.8700000047683716
AGTI, 0.5053594037890434, 8.744109362363815, 9.249468766152859, 12.93720073699951, 7.058092382106672, 17.68000030517578, 5.070000171661377, 8.949687533080578, 87.42415693648559, OverBought, 7.230000019073486
AHCO, 0.520601574331522, 9.378054682165384, 9.898656256496906, 13.32740030288696, 7.5889440845362754, 15.369999885559082, 6.369999885559082, 9.601523444056511, 86.07211040525989, OverBought, 6.929999828338623
AHG, 0.12507812539115548, 0.8083124978002161, 0.9333906231913716, 3.202000010013581, 12.507812539115548, 2.109999895095825, 0.25099998712539673, 0.8695468746591359, 56.30324037034324, Normal, 1.0700000524520874
AHI, 0.2208827966824174, 2.641820323653519, 2.8627031203359365, 5.654599595069884, 11.576666539080028, 5.559999942779541, 1.659999966621399, 2.7442812444642186, 67.15551732067246, Normal, 1.9500000476837158
AHT, 0.1655468698590994, 2.4833593806251884, 2.6489062504842877, 4.237999868392946, 11.036457990606625, 4.150000095367432, 1.5, 2.551953127607703, 64.12330484443689, Normal, 1.5199999809265137
AHT, 0.1655468698590994, 2.4833593806251884, 2.6489062504842877, 4.237999868392946, 11.036457990606625, 4.150000095367432, 1.5, 2.551953127607703, 64.12330484443689, Normal, 1.5199999809265137
AHT, 0.1655468698590994, 2.4833593806251884, 2.6489062504842877, 4.237999868392946, 11.036457990606625, 4.150000095367432, 1.5, 2.551953127607703, 64.12330484443689, Normal, 1.5199999809265137
AHT, 0.1655468698590994, 2.4833593806251884, 2.6489062504842877, 4.237999868392946, 11.036457990606625, 4.150000095367432, 1.5, 2.551953127607703, 64.12330484443689, Normal, 1.5199999809265137
AHT, 0.1655468698590994, 2.4833593806251884, 2.6489062504842877, 4.237999868392946, 11.036457990606625, 4.150000095367432, 1.5, 2.551953127607703, 64.12330484443689, Normal, 1.5199999809265137
AHT, 0.1655468698590994, 2.4833593806251884, 2.6489062504842877, 4.237999868392946, 11.036457990606625, 4.150000095367432, 1.5, 2.551953127607703, 64.12330484443689, Normal, 1.5199999809265137
AI, 1.880601480603218, 28.88753132522106, 30.76813280582428, 48.143397903442384, 7.1998522977781505, 44.900001525878906, 23.270000457763672, 29.75304675102234, 94.9017567669697, OverBought, 26.209999084472656
AIH, 0.056874998612329364, 0.7087421885225922, 0.7656171871349216, 1.4559999644756314, 9.323770045664485, 1.190000057220459, 0.4819999933242798, 0.7313203141093254, 47.99388067885185, Normal, 0.6110000014305115
AIMD, 0.34885937813669443, 3.090851552784443, 3.4397109309211373, 8.930800080299374, 21.803710808642794, 6.099999904632568, 1.600000023841858, 3.2572421859949827, 62.398728949286074, Normal, 1.6200000047683716
AINC, 0.20266401767730713, 6.494398474693298, 6.6970624923706055, 5.188198852539064, 5.629556195724175, 9.670000076293945, 3.4700000286102295, 6.579375006258488, 82.47625052944689, OverBought, 3.5999999046325684
AIP, 0.3534453362226486, 5.9683984369039536, 6.321843773126602, 9.048200607299805, 6.863016110244008, 8.020000457763672, 4.199999809265137, 6.149492189288139, 81.45112327533093, OverBought, 5.230000019073486
AIRG, 0.21382031124085188, 3.6684140553697944, 3.8822343666106462, 5.4737999677658085, 6.074440693166463, 5.199999809265137, 1.6299999952316284, 3.7620234340429306, 75.10747556709927, Normal, 3.5399999618530273
AIRI, 0.16664060950279236, 3.0021093878895044, 3.168749997392297, 4.265999603271484, 5.273436866347, 3.7200000286102295, 2.5999999046325684, 3.0783593729138374, 71.27217389594293, Normal, 3.3299999237060547
AIRS, 0.4577968567609787, 6.926648449152708, 7.384445305913687, 11.719599533081055, 6.04352301370408, 9.800000190734863, 4.869999885559082, 7.129140626639128, 85.23369759530007, OverBought, 7.980000019073486
AIRT, 0.7942967712879181, 20.46531254053116, 21.259609311819077, 20.333997344970705, 5.2016813849149335, 25.209999084472656, 15.149999618530273, 20.833515614271164, 93.10226321943065, OverBought, 15.319999694824219
AIU, 0.05072655528783798, 1.001828117761761, 1.052554673049599, 1.2985998153686524, 5.072655528783798, 1.7000000476837158, 0.800000011920929, 1.025781235191971, 51.522915722592906, Normal, 1.0069999694824219
AIXI, 0.3458359334617853, 2.9437578190118074, 3.2895937524735928, 8.853399896621703, 18.201891463234443, 10.390000343322754, 1.399999976158142, 3.104781254194677, 66.27974282045955, Normal, 1.9600000381469727
AKA, 0.79168751090765, 6.634093776345253, 7.425781287252903, 20.267200279235844, 8.666529732583882, 11.09000015258789, 3.809999942779541, 6.967937503010035, 73.07606638049691, Normal, 10.130000114440918
AKBA, 0.0934765562415123, 1.1389296911656857, 1.232406247407198, 2.3929998397827137, 6.069906399805054, 1.840000033378601, 0.7799999713897705, 1.1833749990910292, 56.04639570445709, Normal, 1.5499999523162842
AKRO, 1.5150546431541443, 31.01785160601139, 32.532906249165535, 38.78539886474611, 6.76968141183008, 53.77000045776367, 11.25, 31.79308607429266, 95.58366379499527, OverBought, 22.440000534057617
AKTS, 0.10661718668416142, 1.091890623793006, 1.1985078104771674, 2.7293999791145325, 16.402644706901025, 2.819999933242798, 0.46000000834465027, 1.133414059644565, 54.07241894151348, Normal, 0.652999997138977
AKTX, 0.30503906309604645, 3.397468751296401, 3.7025078143924475, 7.8090000152587855, 10.628539207646142, 5.5, 2.640000104904175, 3.5437500067055225, 68.20899267848527, Normal, 2.880000114440918
AKYA, 0.334226556122303, 4.680820316076279, 5.015046872198582, 8.556199836730958, 6.566336858602517, 7.5879998207092285, 3.0399999618530273, 4.832617210224271, 77.63753104692373, Normal, 5.179999828338623
ALDX, 0.28543750010430813, 4.847804700024426, 5.133242200128734, 7.307200002670286, 8.933881254094437, 8.380000114440918, 1.4199999570846558, 4.975039057433605, 76.99737651964446, Normal, 3.2100000381469727
ALEC, 0.43764842487871647, 6.100390648469329, 6.538039073348045, 11.203799676895141, 5.743417735584468, 9.0649995803833, 3.6600000858306885, 6.314335951581597, 77.25213808647946, Normal, 7.78000020980835
ALGS, 0.06542968889698386, 0.7487421869300306, 0.8141718758270144, 1.675000035762787, 8.96297084759354, 1.100000023841858, 0.5389999747276306, 0.7737578088417649, 48.05281496463563, Normal, 0.7369999885559082
ALIM, 0.27521875873208046, 3.267726559191942, 3.5429453179240227, 7.045600223541262, 7.223589576521039, 4.380000114440918, 2.6059999465942383, 3.399648444727063, 70.61012057985312, Normal, 3.890000104904175
ALLG, 0.1649609487503767, 1.8106328044086695, 1.9755937531590462, 4.223000288009645, 14.728656075719613, 3.059999942779541, 0.9850000143051147, 1.889687498100102, 58.65349080584741, Normal, 1.149999976158142
ALLK, 0.2259375024586916, 2.788828119635582, 3.0147656220942736, 5.784000062942504, 7.684948913650631, 5.639999866485596, 1.4800000190734863, 2.8939062571153045, 69.23019658136242, Normal, 2.990000009536743
ALLO, 0.2488281335681677, 3.3719531316310167, 3.6207812651991844, 6.370000219345094, 7.899305588406438, 5.869999885559082, 2.2300000190734863, 3.4833593871444464, 71.43107006500227, Normal, 3.2200000286102295
ALLT, 0.12140624970197678, 1.90992187615484, 2.0313281258568168, 3.107999992370605, 8.148070397645386, 3.0899999141693115, 1.190000057220459, 1.975781257264316, 63.33605920047119, Normal, 1.5299999713897705
ALPP, 0.09212499810382724, 1.0211484380997717, 1.113273436203599, 2.3583999514579777, 14.394531275465852, 2.190000057220459, 0.5820000171661377, 1.0592812462709844, 51.536228785103724, Normal, 0.6660000085830688
ALRN, 0.18534374423325062, 1.8262421935796738, 2.0115859378129244, 4.744799852371214, 5.151299101686119, 5.489999771118164, 1.0099999904632568, 1.9293671883642673, 66.5980968822832, Normal, 3.934999942779541
ALTI, 0.5942421965301037, 7.111203130334616, 7.705445326864719, 15.212600231170658, 9.417467542295116, 9.220000267028809, 5.659999847412109, 7.424492187798023, 79.77728134491397, Normal, 6.519999980926514
ALTO, 0.18554690666496754, 3.3690624833106995, 3.554609389975667, 4.7500008106231695, 8.630088299287161, 4.96999979019165, 1.8200000524520874, 3.462500008754432, 68.75685754333716, Normal, 2.180000066757202
ALUR, 0.4219999983906746, 4.6994765643030405, 5.121476562693715, 10.80319995880127, 12.672672914689393, 10.9399995803833, 2.630000114440918, 4.877812493592501, 79.00780167504527, Normal, 3.700000047683716
ALVR, 0.1813359404914081, 2.0898437458090484, 2.2711796863004565, 4.642200076580047, 27.897838021964773, 3.7899999618530273, 0.6230000257492065, 2.169687493238598, 58.82055311436652, Normal, 0.6949999928474426
ALZN, 0.2981171850115061, 3.0482578119263053, 3.3463749969378114, 7.631799936294553, 31.714594230600103, 8.100000381469727, 0.8420000076293945, 3.1625234358944, 69.44430121702956, Normal, 0.9739999771118164
AMBI, 0.5166405811905861, 7.527320332825184, 8.04396091401577, 13.225998878479002, 6.981629385572777, 11.5, 5.329999923706055, 7.764554709196091, 83.68047494446661, OverBought, 7.400000095367432
AMC, 1.4128906056284904, 15.981093782931566, 17.393984388560057, 36.169999504089354, 31.608292437255642, 62.29999923706055, 4.46999979019165, 16.590234398841858, 91.47851928892928, OverBought, 4.559999942779541
AMLI, 0.07903905306011438, 1.3123437548056245, 1.3913828078657389, 2.0233997583389285, 6.9332503554319125, 2.180000066757202, 1.0, 1.351757811382413, 56.512571406739895, Normal, 1.159999966621399
AMLX, 0.7956640720367432, 17.546703062951565, 18.342367134988308, 20.36900024414061, 5.097143430726434, 25.479999542236328, 11.819999694824219, 17.9184764996171, 93.57174983900943, OverBought, 15.789999961853027
AMPE, 0.39007811062037945, 3.1544531229883432, 3.5445312336087227, 9.985999631881711, 20.85979195859396, 8.199999809265137, 1.7300000190734863, 3.295859363861382, 67.17581706625424, Normal, 1.909999966621399
AMPG, 0.10784375015646219, 1.851539060473442, 1.9593828106299043, 2.760800004005434, 5.7363697037230645, 2.4700000286102295, 1.5, 1.893507819622755, 64.92772239863154, Normal, 1.9299999475479126
AMPS, 0.31339845806360245, 5.649507809430361, 5.962906267493963, 8.023000526428222, 5.218958402847269, 7.090000152587891, 4.235000133514404, 5.8019531182944775, 78.84166126635809, Normal, 6.079999923706055
AMPX, 0.4135234374552965, 4.489789059385657, 4.903312496840954, 10.586199998855589, 9.088426815835122, 8.369999885559082, 2.5999999046325684, 4.666640618816018, 75.5272738210083, Normal, 5.0
AMRC, 2.002265676856041, 37.02234372496605, 39.02460940182209, 51.258001327514634, 7.806104119430662, 63.189998626708984, 18.399999618530273, 37.913593620061874, 95.63040906415998, OverBought, 26.049999237060547
AMSC, 0.6204687915742397, 8.34460936114192, 8.96507815271616, 15.88400106430054, 6.235867371539827, 17.3700008392334, 5.78000020980835, 8.64539061486721, 79.22534839472715, Normal, 10.109999656677246
AMST, 0.17448436561971903, 2.6057031266391277, 2.7801874922588468, 4.466799759864808, 6.815795684365179, 4.119999885559082, 1.7200000286102295, 2.6811015624552965, 69.38043709113164, Normal, 2.859999895095825
AMTD, 0.14865629002451897, 3.0275781070813537, 3.1762343971058726, 3.805601024627684, 8.446380160797077, 4.860000133514404, 1.7000000476837158, 3.0846562488004565, 71.99743206592039, Normal, 1.7690000534057617
AMTX, 0.43112500570714474, 5.051585940644145, 5.48271094635129, 11.036800146102905, 11.683604309532052, 8.989999771118164, 3.690000057220459, 5.2305078115314245, 77.11362668749753, Normal, 3.9200000762939453
AMWL, 0.10725000081583858, 1.3612499996088445, 1.468500000424683, 2.7456000208854685, 9.749999862841587, 2.4700000286102295, 0.925000011920929, 1.4098749980330467, 55.31095413740258, Normal, 1.100000023841858
ANEB, 0.22663279250264168, 2.4789218846708536, 2.7055546771734953, 5.801799488067628, 9.403849976400519, 4.050000190734863, 1.6200000047683716, 2.5629218788817525, 62.74254132881436, Normal, 2.4100000858306885
ANGH, 0.135351556353271, 1.033812501002103, 1.169164057355374, 3.4649998426437367, 12.890625, 3.490000009536743, 0.6299999952316284, 1.0892656212672591, 55.1670956512966, Normal, 1.090000033378601
ANGI, 0.1290624886751175, 2.3389843786135316, 2.468046867288649, 3.303999710083007, 5.660635539238522, 4.179999828338623, 1.5499999523162842, 2.39453125, 69.04669535701788, Normal, 2.2799999713897705
ANGO, 0.3277343437075615, 7.297500018030405, 7.6252343617379665, 8.389999198913575, 5.462239061792692, 10.170000076293945, 5.71999979019165, 7.450703132897615, 85.87728286730245, OverBought, 6.0
ANIX, 0.25117190182209015, 3.3933593574911356, 3.6445312593132257, 6.430000686645509, 5.827654411988417, 4.710000038146973, 2.75, 3.5065624974668026, 72.88892935975257, Normal, 4.389999866485596
ANL, 0.5761643566497384, 9.52794523761697, 10.104109594266708, 8.41199960708618, 6.614975363103623, 19.299999237060547, 7.820000171661377, 9.75975344279041, 91.47109332111849, OverBought, 9.050000190734863
ANNX, 0.2448984496295452, 2.719984366558492, 2.9648828161880374, 6.269400310516358, 6.0468750147171955, 5.150000095367432, 1.5700000524520874, 2.8305859388783574, 68.70421130617764, Normal, 4.199999809265137
ANTE, 0.05820312583819032, 0.9314062516205013, 0.9896093774586916, 1.490000021457672, 8.314732404197665, 1.5, 0.5600000023841858, 0.9571874993853271, 50.4998467812597, Normal, 0.8199999928474426
ANTX, 1.120523415505886, 14.145046878606081, 15.265570294111967, 28.685399436950675, 5.6200392764659695, 22.219999313354492, 7.579999923706055, 14.751835949718952, 85.74276622324228, OverBought, 20.8799991607666
ANVS, 0.8665624670684338, 10.358125012367964, 11.224687479436398, 22.18399915695191, 6.977153476210049, 22.489999771118164, 5.420000076293945, 10.722968760877848, 85.87165139230719, OverBought, 12.84000015258789
ANY, 0.20135938189923763, 1.576921867672354, 1.7782812495715916, 5.154800176620481, 10.433128879359145, 4.090000152587891, 0.5709999799728394, 1.6618437520228326, 60.733864034003766, Normal, 1.9299999475479126
AONC, 1.1359375305473804, 8.238703113049269, 9.37464064359665, 29.08000078201293, 22.71875061094761, 39.599998474121094, 5.0, 8.709187485277653, 80.31086956617358, OverBought, 5.28000020980835
AP, 0.169296870008111, 2.883906252682209, 3.05320312269032, 4.333999872207641, 6.77187480032444, 4.0, 2.440000057220459, 2.9500781185925007, 68.85505435664263, Normal, 2.559999942779541
APCX, 0.26171872951090336, 2.3136015720665455, 2.575320301577449, 6.6999994754791246, 15.67178061296419, 4.809999942779541, 1.1399999856948853, 2.43359375, 57.13001337404618, Normal, 1.7000000476837158
APDN, 0.0915624974295497, 1.0524218762293458, 1.1439843736588955, 2.343999934196472, 15.260415631863847, 1.8600000143051147, 0.5199999809265137, 1.0881249974481761, 48.34075712809742, Normal, 0.6000000238418579
API, 0.1456015668809414, 2.737179685384035, 2.8827812522649765, 3.727400112152098, 5.372751469793334, 3.4210000038146973, 2.369999885559082, 2.798789070919156, 70.06257736708723, Normal, 2.7300000190734863
APLD, 0.5479765273630619, 5.907781273126602, 6.455757800489664, 14.028199100494383, 7.345529819852073, 11.069999694824219, 3.5199999809265137, 6.150585949420929, 78.4085654291698, Normal, 7.489999771118164
APLM, 0.211406241171062, 2.696164070162922, 2.907570311333984, 5.41199977397919, 22.371030981075428, 6.199999809265137, 0.550000011920929, 2.7672031382098794, 65.33827632201996, Normal, 0.9890000224113464
APLT, 0.2613515518605709, 2.029875005595386, 2.291226557455957, 6.690599727630616, 11.338461791380956, 4.420000076293945, 1.1799999475479126, 2.160624995827675, 59.678677269137616, Normal, 2.5
APM, 0.17057811561971903, 1.925242186523974, 2.095820302143693, 4.366799759864807, 8.930791549774467, 2.950000047683716, 1.3600000143051147, 2.014921871945262, 60.8936947936831, Normal, 1.9800000190734863
APPS, 0.3430468812584877, 6.885234385728836, 7.228281266987324, 8.782000160217287, 5.874090279029748, 11.460000038146973, 4.099999904632568, 7.040625017136335, 85.18585603622408, OverBought, 5.880000114440918
APRE, 0.30589843168854713, 3.8722421918064356, 4.178140623494983, 7.830999851226808, 5.815559284748827, 6.800000190734863, 2.8299999237060547, 4.018421890214086, 72.5478331526916, Normal, 5.579999923706055
APTO, 0.2520312387496233, 3.012968758121133, 3.264999996870756, 6.451999711990355, 11.201388388872147, 5.099999904632568, 2.140000104904175, 3.117500003427267, 66.8447935074588, Normal, 2.2799999713897705
APYX, 0.3055547121912241, 3.24467967543751, 3.550234387628734, 7.822200632095339, 13.888850253113826, 6.46999979019165, 1.409999966621399, 3.3726562671363354, 70.06684294027549, Normal, 2.2200000286102295
AQB, 0.3866015840321779, 3.9364531226456165, 4.3230547066777945, 9.897000551223757, 17.414485542786203, 8.199999809265137, 1.5700000524520874, 4.092937490902841, 70.93157703275473, Normal, 2.299999952316284
